design_id,predictor,bsa,n_iface_binder,n_iface_target,hbonds,salt_bridges,iface_frac_hydrophobic,iface_frac_polar,iface_frac_charged,hbond_density_per100,monomer_rmsd
79,af2m,1688.4,20,26,16,0,0.1,0.9,0.0,0.948,
80,protenix,856.1,11,7,5,0,0.455,0.364,0.182,0.584,
80,chai,3665.4,42,46,29,2,0.238,0.571,0.19,0.791,
80,boltz2,793.3,11,8,6,0,0.364,0.545,0.091,0.756,
80,af2m,1066.0,15,10,6,0,0.533,0.4,0.067,0.563,
81,protenix,992.8,11,10,12,1,0.273,0.273,0.455,1.209,
81,chai,4144.1,43,55,46,9,0.395,0.233,0.372,1.11,
81,boltz2,2237.6,28,25,16,4,0.464,0.214,0.321,0.715,
81,af2m,1448.5,20,17,24,6,0.45,0.2,0.35,1.657,
82,protenix,2163.8,22,19,25,12,0.409,0.182,0.409,1.155,
82,chai,2554.8,24,27,18,8,0.458,0.125,0.417,0.705,
82,esmfold2,2350.4,24,22,25,9,0.417,0.208,0.375,1.064,
82,boltz2,3262.5,37,34,24,7,0.568,0.135,0.297,0.736,
82,af2m,2302.9,24,23,18,7,0.375,0.208,0.417,0.782,
83,protenix,1188.3,11,14,13,3,0.455,0.273,0.273,1.094,
83,chai,1696.7,19,17,10,4,0.474,0.0,0.526,0.589,
83,boltz2,1502.3,15,16,7,1,0.467,0.067,0.467,0.466,
83,af2m,2068.9,19,31,23,3,0.421,0.158,0.421,1.112,
84,protenix,1862.3,29,18,10,0,0.621,0.276,0.103,0.537,
84,chai,1636.0,22,14,5,0,0.591,0.318,0.091,0.306,
84,esmfold2,2417.5,27,24,7,0,0.63,0.111,0.259,0.29,
84,boltz2,1563.0,21,16,7,3,0.714,0.143,0.143,0.448,
84,af2m,1458.6,17,16,27,4,0.588,0.059,0.353,1.851,
85,protenix,1739.2,27,21,16,0,0.63,0.259,0.111,0.92,
85,chai,2196.7,29,29,18,2,0.759,0.207,0.034,0.819,
85,esmfold2,1548.4,24,15,3,0,0.833,0.125,0.042,0.194,
85,boltz2,2108.0,27,25,14,0,0.667,0.296,0.037,0.664,
85,af2m,1226.4,17,13,19,3,0.824,0.059,0.118,1.549,
86,protenix,1823.0,24,15,3,4,0.583,0.083,0.333,0.165,
86,chai,2534.9,30,27,14,6,0.533,0.1,0.367,0.552,
86,esmfold2,2167.9,24,23,5,3,0.542,0.083,0.375,0.231,
86,boltz2,1940.2,22,17,5,5,0.545,0.091,0.364,0.258,
86,af2m,1827.4,22,16,4,3,0.545,0.091,0.364,0.219,
87,protenix,1825.2,21,21,8,0,0.667,0.143,0.19,0.438,
87,chai,1484.6,18,13,3,1,0.778,0.056,0.167,0.202,
87,esmfold2,1757.9,22,16,5,0,0.636,0.136,0.227,0.284,
87,boltz2,1909.7,26,18,6,1,0.615,0.077,0.308,0.314,
87,af2m,1928.2,23,15,10,1,0.609,0.087,0.304,0.519,
88,protenix,836.5,14,7,0,0,0.786,0.214,0.0,0.0,
88,chai,3401.7,41,35,17,6,0.659,0.195,0.146,0.5,
88,esmfold2,670.5,10,6,0,0,0.8,0.1,0.1,0.0,
88,boltz2,1610.1,21,16,7,0,0.571,0.238,0.19,0.435,
88,af2m,1090.8,21,11,0,0,0.857,0.048,0.095,0.0,
89,protenix,1383.2,20,16,8,2,0.35,0.45,0.2,0.578,
89,chai,3951.1,41,51,55,3,0.244,0.634,0.122,1.392,
89,boltz2,3033.2,35,38,25,0,0.229,0.629,0.143,0.824,
89,af2m,1134.2,15,11,9,0,0.4,0.467,0.133,0.794,
90,protenix,1676.5,18,21,5,0,0.5,0.167,0.333,0.298,
90,chai,1560.3,19,12,5,2,0.474,0.263,0.263,0.32,
90,esmfold2,1524.0,17,15,6,2,0.588,0.176,0.235,0.394,
90,boltz2,1533.3,16,14,15,7,0.438,0.188,0.375,0.978,
90,af2m,1437.1,16,16,6,2,0.562,0.188,0.25,0.418,
91,protenix,1723.8,19,17,12,9,0.421,0.105,0.474,0.696,
91,chai,2154.9,22,21,10,8,0.409,0.182,0.409,0.464,
91,esmfold2,1483.0,17,14,2,2,0.471,0.118,0.412,0.135,
91,boltz2,2577.0,30,28,13,12,0.5,0.133,0.367,0.504,
91,af2m,1815.2,19,16,11,7,0.368,0.158,0.474,0.606,
92,protenix,1574.3,16,14,9,3,0.562,0.188,0.25,0.572,
92,chai,2660.1,32,28,20,2,0.656,0.156,0.188,0.752,
92,esmfold2,2006.4,27,18,7,2,0.593,0.148,0.259,0.349,
92,boltz2,1938.1,27,17,4,3,0.63,0.148,0.222,0.206,
92,af2m,1729.3,25,17,15,1,0.68,0.12,0.2,0.867,
93,protenix,2076.1,26,25,14,3,0.577,0.154,0.269,0.674,
93,chai,1848.4,23,17,4,1,0.739,0.087,0.174,0.216,
93,boltz2,2954.7,38,28,26,4,0.526,0.211,0.263,0.88,
93,af2m,1675.1,20,16,4,2,0.55,0.2,0.25,0.239,
94,protenix,1333.8,15,11,5,3,0.6,0.133,0.267,0.375,
94,chai,3480.0,33,41,14,7,0.667,0.061,0.273,0.402,
94,esmfold2,1035.9,13,11,5,2,0.769,0.154,0.077,0.483,
94,boltz2,2896.3,34,42,15,4,0.618,0.176,0.206,0.518,
94,af2m,863.4,12,9,4,0,0.667,0.083,0.25,0.463,
95,protenix,1523.3,17,14,4,2,0.529,0.059,0.412,0.263,
95,chai,1927.3,24,19,13,2,0.542,0.042,0.417,0.675,
95,esmfold2,2072.1,24,20,12,2,0.542,0.042,0.417,0.579,
95,boltz2,2177.8,27,18,3,2,0.556,0.111,0.333,0.138,
95,af2m,1275.4,14,15,10,0,0.571,0.071,0.357,0.784,
96,protenix,830.0,10,9,5,0,0.6,0.1,0.3,0.602,
96,chai,2120.1,25,21,10,2,0.56,0.16,0.28,0.472,
96,boltz2,2860.4,34,34,15,6,0.559,0.176,0.265,0.524,
96,af2m,1944.3,28,20,22,5,0.571,0.179,0.25,1.132,
97,protenix,814.6,14,8,0,0,0.857,0.0,0.143,0.0,
97,chai,4796.1,57,49,32,8,0.579,0.105,0.316,0.667,
97,boltz2,2552.1,26,31,16,6,0.654,0.038,0.308,0.627,
97,af2m,1388.4,21,18,20,2,0.429,0.143,0.429,1.441,
98,protenix,2173.2,26,21,9,3,0.538,0.154,0.308,0.414,
98,chai,2343.1,26,22,7,2,0.577,0.154,0.269,0.299,
98,esmfold2,2309.1,29,24,11,3,0.586,0.138,0.276,0.476,
98,boltz2,1908.7,25,17,7,2,0.56,0.16,0.28,0.367,
98,af2m,1803.1,24,17,7,1,0.542,0.167,0.292,0.388,
99,protenix,1696.3,18,19,11,4,0.556,0.0,0.444,0.648,
99,chai,2477.6,29,27,20,4,0.586,0.103,0.31,0.807,
99,esmfold2,2176.0,26,27,14,2,0.692,0.077,0.231,0.643,
99,boltz2,3831.4,43,42,34,12,0.558,0.116,0.326,0.887,
99,af2m,1658.6,25,17,42,3,0.72,0.04,0.24,2.532,
100,protenix,2283.5,30,22,10,2,0.667,0.1,0.233,0.438,
100,chai,2666.0,33,27,13,3,0.455,0.303,0.242,0.488,
100,boltz2,2290.3,28,24,25,13,0.393,0.286,0.321,1.092,
100,af2m,1469.2,24,15,12,3,0.583,0.292,0.125,0.817,
101,protenix,2201.2,27,27,12,1,0.556,0.185,0.259,0.545,
101,chai,4478.7,46,50,26,8,0.609,0.174,0.217,0.581,
101,boltz2,3446.1,40,40,22,9,0.625,0.2,0.175,0.638,
101,af2m,1406.6,26,19,87,3,0.538,0.308,0.154,6.185,
102,protenix,1913.0,24,16,6,3,0.583,0.167,0.25,0.314,
102,chai,2577.2,36,22,7,5,0.639,0.167,0.194,0.272,
102,esmfold2,2084.1,28,19,7,3,0.643,0.143,0.214,0.336,
102,boltz2,2502.4,30,25,5,3,0.633,0.167,0.2,0.2,
102,af2m,1986.4,27,18,5,3,0.63,0.148,0.222,0.252,
103,protenix,1942.1,22,16,5,3,0.591,0.045,0.364,0.257,
103,chai,1870.3,22,19,4,1,0.455,0.091,0.455,0.214,
103,esmfold2,2501.1,30,24,12,4,0.567,0.067,0.367,0.48,
103,boltz2,1825.0,23,16,7,0,0.609,0.043,0.348,0.384,
103,af2m,1651.9,24,16,6,1,0.583,0.042,0.375,0.363,
104,protenix,1512.8,18,14,5,0,0.5,0.111,0.389,0.331,
104,chai,1608.1,22,14,4,1,0.591,0.091,0.318,0.249,
104,boltz2,1947.4,27,22,9,1,0.556,0.111,0.333,0.462,
104,af2m,1548.9,21,14,4,2,0.571,0.095,0.333,0.258,
105,protenix,1855.5,22,18,12,5,0.591,0.045,0.364,0.647,
105,chai,1936.6,20,21,13,5,0.55,0.1,0.35,0.671,
105,esmfold2,1853.0,20,18,7,4,0.6,0.05,0.35,0.378,
105,boltz2,1832.2,20,20,4,1,0.7,0.05,0.25,0.218,
105,af2m,1994.7,22,19,12,4,0.636,0.091,0.273,0.602,
106,protenix,2101.5,27,23,18,4,0.593,0.259,0.148,0.857,
106,chai,1983.2,26,18,11,2,0.577,0.269,0.154,0.555,
106,esmfold2,2024.1,26,18,15,2,0.577,0.269,0.154,0.741,
106,boltz2,2078.3,25,19,14,3,0.64,0.24,0.12,0.674,
106,af2m,2028.6,25,20,11,2,0.56,0.28,0.16,0.542,
107,protenix,1520.1,16,23,23,8,0.188,0.25,0.562,1.513,
107,chai,1472.2,17,16,9,5,0.235,0.412,0.353,0.611,
107,boltz2,1206.6,15,15,15,6,0.2,0.4,0.4,1.243,
107,af2m,1144.7,11,17,33,5,0.182,0.273,0.545,2.883,
108,protenix,879.3,13,9,4,1,0.462,0.385,0.154,0.455,
108,chai,1033.2,15,9,4,2,0.467,0.333,0.2,0.387,
108,boltz2,1025.5,13,12,3,0,0.385,0.077,0.538,0.293,
108,af2m,1216.0,15,15,4,2,0.467,0.067,0.467,0.329,
109,protenix,1198.1,9,18,11,6,0.444,0.0,0.556,0.918,
109,chai,976.8,10,12,11,4,0.6,0.0,0.4,1.126,
109,boltz2,1162.2,10,16,9,1,0.4,0.1,0.5,0.774,
109,af2m,967.8,11,17,49,8,0.455,0.091,0.455,5.063,
110,protenix,675.2,9,10,3,0,0.667,0.333,0.0,0.444,
110,chai,739.2,8,7,0,0,0.625,0.375,0.0,0.0,
110,boltz2,867.3,10,13,4,0,0.7,0.3,0.0,0.461,
110,af2m,714.2,9,13,19,0,0.778,0.222,0.0,2.66,
111,protenix,708.5,5,16,10,2,0.6,0.0,0.4,1.411,
111,chai,1216.5,11,19,14,3,0.545,0.182,0.273,1.151,
111,esmfold2,698.7,9,8,7,3,0.556,0.222,0.222,1.002,
111,boltz2,853.8,9,13,11,3,0.444,0.222,0.333,1.288,
111,af2m,1162.6,12,21,58,6,0.5,0.25,0.25,4.989,
112,protenix,1189.3,15,11,8,5,0.467,0.267,0.267,0.673,
112,chai,1491.5,15,19,9,6,0.467,0.267,0.267,0.603,
112,esmfold2,1303.1,16,13,8,6,0.438,0.25,0.312,0.614,
112,boltz2,1611.5,18,18,8,6,0.444,0.222,0.333,0.496,
112,af2m,1222.8,16,10,8,5,0.438,0.25,0.312,0.654,
113,protenix,1289.9,16,15,2,0,0.625,0.062,0.312,0.155,
113,chai,2332.7,28,22,5,6,0.643,0.036,0.321,0.214,
113,esmfold2,1192.0,17,12,6,2,0.647,0.059,0.294,0.503,
113,boltz2,1069.9,15,12,3,3,0.6,0.067,0.333,0.28,
113,af2m,1196.0,15,14,4,1,0.667,0.067,0.267,0.334,
114,protenix,1262.1,15,12,0,0,0.6,0.133,0.267,0.0,
114,chai,2541.1,30,27,23,1,0.633,0.133,0.233,0.905,
114,esmfold2,1527.7,21,16,5,1,0.571,0.143,0.286,0.327,
114,boltz2,2810.5,29,36,11,3,0.655,0.103,0.241,0.391,
114,af2m,1539.0,19,13,8,3,0.684,0.105,0.211,0.52,
115,protenix,1523.2,18,16,6,2,0.611,0.056,0.333,0.394,
115,chai,1726.8,19,18,11,2,0.579,0.105,0.316,0.637,
115,esmfold2,1315.0,16,11,3,0,0.562,0.062,0.375,0.228,
115,boltz2,1455.2,20,11,4,1,0.55,0.05,0.4,0.275,
115,af2m,1520.7,21,12,8,0,0.571,0.048,0.381,0.526,
116,protenix,892.3,11,8,3,0,0.273,0.364,0.364,0.336,
116,chai,2414.8,26,27,13,0,0.385,0.192,0.423,0.538,
116,boltz2,1112.9,14,10,1,0,0.286,0.214,0.5,0.09,
116,af2m,823.9,21,10,12,0,0.381,0.19,0.429,1.456,
117,protenix,900.3,12,12,5,0,0.5,0.25,0.25,0.555,
117,chai,1340.4,16,12,3,2,0.625,0.188,0.188,0.224,
117,boltz2,884.6,13,8,0,0,0.538,0.231,0.231,0.0,
117,af2m,1246.0,19,12,2,0,0.632,0.211,0.158,0.161,
118,protenix,851.7,12,13,6,0,0.25,0.75,0.0,0.704,
118,chai,2424.7,36,24,16,1,0.25,0.639,0.111,0.66,
118,boltz2,1464.6,21,17,16,6,0.286,0.429,0.286,1.092,
118,af2m,1758.9,28,23,39,0,0.464,0.429,0.107,2.217,
119,protenix,1135.6,16,14,1,0,0.688,0.188,0.125,0.088,
119,chai,1424.4,18,15,2,0,0.833,0.056,0.111,0.14,
119,boltz2,2746.7,29,33,12,2,0.69,0.103,0.207,0.437,
119,af2m,1190.3,20,14,14,0,0.75,0.2,0.05,1.176,
120,protenix,835.2,10,9,4,0,0.8,0.2,0.0,0.479,
120,chai,2508.0,28,28,6,0,0.893,0.071,0.036,0.239,
120,esmfold2,1276.7,19,11,0,0,0.842,0.053,0.105,0.0,
120,boltz2,1840.1,23,21,2,0,0.957,0.0,0.043,0.109,
120,af2m,1899.1,31,18,8,0,0.935,0.065,0.0,0.421,
121,protenix,1116.0,16,11,3,0,1.0,0.0,0.0,0.269,
121,chai,2457.0,27,27,3,1,0.778,0.111,0.111,0.122,
121,esmfold2,1247.1,16,12,6,1,0.812,0.062,0.125,0.481,
121,boltz2,1197.0,13,10,0,0,0.769,0.077,0.154,0.0,
121,af2m,1215.3,16,11,0,1,0.75,0.125,0.125,0.0,
122,protenix,1893.9,31,17,17,6,0.516,0.258,0.226,0.898,
122,chai,2348.3,33,22,19,6,0.515,0.242,0.242,0.809,
122,esmfold2,2030.7,31,18,16,6,0.548,0.226,0.226,0.788,
122,boltz2,1704.2,22,16,9,2,0.591,0.182,0.227,0.528,
122,af2m,2274.9,29,23,17,10,0.483,0.207,0.31,0.747,
123,protenix,2087.9,23,21,8,4,0.522,0.13,0.348,0.383,
123,chai,2822.0,35,29,20,6,0.514,0.143,0.343,0.709,
123,esmfold2,2401.6,28,28,21,8,0.5,0.179,0.321,0.874,
123,boltz2,2656.5,31,27,11,5,0.516,0.161,0.323,0.414,
123,af2m,2450.5,28,28,22,5,0.5,0.179,0.321,0.898,
124,protenix,1336.7,18,12,3,0,0.611,0.167,0.222,0.224,
124,chai,2167.4,27,20,8,1,0.593,0.111,0.296,0.369,
124,boltz2,1669.3,21,13,3,2,0.571,0.143,0.286,0.18,
124,af2m,1225.0,20,13,7,0,0.5,0.15,0.35,0.571,
125,protenix,1786.0,20,17,12,2,0.65,0.15,0.2,0.672,
125,chai,2307.5,31,24,11,4,0.71,0.161,0.129,0.477,
125,esmfold2,1887.8,25,18,8,2,0.72,0.16,0.12,0.424,
125,boltz2,1829.4,24,17,5,2,0.75,0.125,0.125,0.273,
125,af2m,1755.9,22,15,9,1,0.682,0.136,0.182,0.513,
126,protenix,1585.0,20,18,11,5,0.5,0.15,0.35,0.694,
126,chai,2087.1,24,25,19,0,0.5,0.167,0.333,0.91,
126,esmfold2,1980.1,22,20,19,3,0.5,0.182,0.318,0.96,
126,boltz2,2173.5,24,22,12,7,0.5,0.208,0.292,0.552,
126,af2m,1902.6,22,22,19,6,0.5,0.227,0.273,0.999,
127,protenix,1325.5,23,14,17,0,0.261,0.652,0.087,1.283,
127,chai,2495.3,35,36,22,1,0.429,0.486,0.086,0.882,
127,boltz2,957.3,17,9,4,2,0.353,0.529,0.118,0.418,
127,af2m,1040.6,18,11,7,1,0.333,0.611,0.056,0.673,
128,protenix,939.8,13,8,6,0,0.385,0.385,0.231,0.638,
128,chai,1372.0,17,15,2,1,0.412,0.353,0.235,0.146,
128,boltz2,1847.2,26,21,8,0,0.346,0.5,0.154,0.433,
128,af2m,1395.7,27,16,16,0,0.407,0.481,0.111,1.146,
129,protenix,1104.7,16,15,12,0,0.5,0.25,0.25,1.086,
129,chai,1760.7,20,18,10,2,0.5,0.25,0.25,0.568,
129,boltz2,1366.1,20,16,5,0,0.45,0.25,0.3,0.366,
129,af2m,794.1,13,9,7,1,0.462,0.231,0.308,0.882,
130,protenix,995.0,11,14,9,0,0.455,0.545,0.0,0.905,
130,chai,5088.1,58,61,42,7,0.517,0.397,0.086,0.825,
130,boltz2,4122.7,50,46,31,0,0.5,0.42,0.08,0.752,
130,af2m,2174.3,35,27,72,1,0.514,0.371,0.114,3.311,
131,protenix,2578.0,37,26,9,0,0.486,0.432,0.081,0.349,
131,chai,3682.7,47,40,46,2,0.468,0.404,0.128,1.249,
131,boltz2,3890.6,50,43,33,0,0.54,0.4,0.06,0.848,
131,af2m,1751.3,26,22,22,2,0.615,0.308,0.077,1.256,
132,protenix,2406.8,32,21,13,2,0.562,0.156,0.281,0.54,
132,chai,2497.1,33,21,10,5,0.515,0.152,0.333,0.4,
132,esmfold2,2585.8,33,20,21,5,0.515,0.152,0.333,0.812,
132,boltz2,2663.0,34,20,10,3,0.618,0.147,0.235,0.376,
132,af2m,2446.6,33,23,13,3,0.545,0.152,0.303,0.531,
133,protenix,2550.2,29,29,12,5,0.552,0.069,0.379,0.471,
133,chai,2618.9,28,28,13,6,0.536,0.071,0.393,0.496,
133,esmfold2,2895.8,31,32,18,6,0.516,0.129,0.355,0.622,
133,boltz2,2407.2,25,27,15,2,0.56,0.08,0.36,0.623,
133,af2m,2586.7,25,28,17,5,0.6,0.08,0.32,0.657,
134,protenix,1924.2,24,17,2,1,0.625,0.042,0.333,0.104,
134,chai,2452.0,31,22,8,5,0.581,0.065,0.355,0.326,
134,esmfold2,1650.4,23,14,4,1,0.696,0.0,0.304,0.242,
134,boltz2,3101.8,35,34,17,6,0.6,0.029,0.371,0.548,
134,af2m,2070.0,26,20,11,3,0.692,0.038,0.269,0.531,
135,protenix,1485.0,21,17,3,0,1.0,0.0,0.0,0.202,
135,chai,2507.8,35,28,3,0,0.886,0.029,0.086,0.12,
135,boltz2,1280.8,18,13,2,2,0.833,0.056,0.111,0.156,
135,af2m,1315.0,22,11,1,0,0.909,0.045,0.045,0.076,
136,protenix,2676.8,32,29,16,4,0.594,0.156,0.25,0.598,
136,chai,2279.1,29,17,3,2,0.586,0.207,0.207,0.132,
136,boltz2,1929.3,27,18,1,0,0.63,0.185,0.185,0.052,
136,af2m,2076.1,30,20,4,0,0.6,0.133,0.267,0.193,
137,protenix,2829.6,38,30,15,6,0.553,0.158,0.289,0.53,
137,chai,2581.9,31,27,12,3,0.484,0.194,0.323,0.465,
137,esmfold2,2480.4,30,28,9,1,0.567,0.133,0.3,0.363,
137,boltz2,2192.9,25,18,10,2,0.48,0.2,0.32,0.456,
137,af2m,2119.4,27,21,16,5,0.407,0.222,0.37,0.755,
138,protenix,2044.4,24,26,14,4,0.708,0.042,0.25,0.685,
138,chai,2412.2,27,24,10,3,0.593,0.111,0.296,0.415,
138,esmfold2,2148.1,29,18,12,1,0.69,0.069,0.241,0.559,
138,boltz2,2898.1,32,29,16,5,0.531,0.125,0.344,0.552,
138,af2m,2611.8,31,29,10,4,0.677,0.097,0.226,0.383,
139,protenix,1787.2,22,14,7,2,0.682,0.091,0.227,0.392,
139,chai,2248.5,27,26,14,3,0.593,0.111,0.296,0.623,
139,esmfold2,1951.4,26,19,9,3,0.615,0.077,0.308,0.461,
139,boltz2,1911.9,24,19,7,2,0.583,0.083,0.333,0.366,
139,af2m,1784.8,22,13,8,2,0.636,0.091,0.273,0.448,
140,protenix,2684.2,32,26,17,1,0.5,0.312,0.188,0.633,
140,chai,2799.4,35,31,18,5,0.543,0.286,0.171,0.643,
140,boltz2,2147.6,29,18,8,2,0.552,0.276,0.172,0.373,
140,af2m,2096.8,26,19,9,2,0.577,0.231,0.192,0.429,
141,protenix,1791.6,28,19,14,3,0.679,0.214,0.107,0.781,
141,chai,2608.9,31,22,14,2,0.677,0.226,0.097,0.537,
141,esmfold2,2577.7,28,27,14,2,0.571,0.179,0.25,0.543,
141,boltz2,2157.5,28,18,4,0,0.643,0.179,0.179,0.185,
141,af2m,1986.3,28,19,19,5,0.679,0.214,0.107,0.957,
